Strain,Experimental,GSMM,Binary_Experimental,Binary_GSMM,ML_prediction
A02_79,15.9767704328727,2.06384324101595,0,1,0
A02_80,15.747879937856,1.12566164890633,0,0,0
A02_81,16.8415432559027,2.04798938227081,1,1,0
A02_82,16.8565486179361,0.968756942006374,1,0,1
A02_83,15.1400890052414,0.979899818605029,0,0,1
A02_84,17.1962028354117,1.96026495472041,1,1,0
A02_86,17.6363641302005,0.956450333751129,1,0,1
A02_87,16.8186695298701,0.917564226142569,1,0,0
A02_88,16.0249086571303,0.448538667476368,0,0,1
A02_89,16.5527244116627,0.987303306897742,1,0,1
A02_90,15.8594987466438,2.06723708243445,0,1,0
A02_91,16.7751944932522,2.06800174493988,1,1,1
A02_92,14.4247027194212,2.04991927607455,0,1,0
A02_93,17.3881637646265,0.993953596518853,1,0,1
A02_94,15.4576145851567,2.06903793149809,0,1,0
A02_95,16.9846649570927,2.02917887735751,1,1,1
A02_96,16.7101834164829,2.0857095756542,1,1,1
A03_01,16.2768785529316,1.80117869766305,0,1,0
A03_02,16.6835551532992,2.10820867430386,1,1,1
A03_03,16.3242226482913,1.07117703992961,1,0,1
A03_04,15.8548119268483,0.986844174464959,0,0,0
A03_05,15.6686778290761,0.992810497990426,0,0,0
A03_06,17.2326645030618,2.09543903426821,1,1,1
A03_07,15.2844610165588,1.06103001123846,0,0,0
A03_08,16.5699468484844,2.06408086572281,1,1,0
A03_09,14.4169537960571,2.06927802216715,0,1,0
A03_10,16.7020283396561,0.776667111575097,1,0,1
A03_11,15.5708629965177,0.948558863358453,0,0,1
A03_12,16.1910330600219,2.108800950357,0,1,0
A03_13,15.2502969277349,2.1081848776067,0,1,0
A03_14,15.150818891586,0.993940265857034,0,0,0
A03_15,16.2870739313,1.8158038489409,0,1,0
A03_16,16.3957134869608,1.96217491198426,1,1,1
A03_17,15.9510531490542,2.06768406701801,0,1,0
A03_18,15.8781059196348,0.95563523990149,0,0,1
A03_19,18.2829027554611,1.96015828219716,1,1,0
A03_20,16.3906441124271,1.02925870274363,1,0,0
A03_21,17.2486192166576,1.08866607736836,1,0,0
A03_22,17.1259561472818,0.986844174464943,1,0,0
A03_23,16.1308457714295,2.10939271157421,0,1,1
A03_24,15.6128991824656,0.954382078854127,0,0,0
A03_25,15.4753737379238,0.523684295032575,0,0,0
A03_26,14.6463767370633,2.03357433402864,0,1,0
A03_27,18.5433286942645,2.06657950483415,1,1,1
A03_28,14.9773231909323,0.940893560831641,0,0,0
A03_29,14.6548775571093,2.00060654586457,0,1,0
A03_30,15.9563585481289,2.06768406701836,0,1,0
A03_31,16.6184977698359,0.95701488854539,1,0,0
A03_32,17.4128293517195,1.16918704581671,1,0,0
A03_33,17.0249827956072,2.05128683230525,1,1,1
A03_34,16.9507902726221,0.578828207358792,1,0,1
A03_35,17.9017892131309,0.528310784077705,1,0,1
A03_36,15.5794242348437,0.443524619807737,0,0,0
A03_37,18.1372693130218,2.07787111701991,1,1,0
A03_38,17.7095226663866,2.10827669916292,1,1,0
A03_39,16.9138485062698,2.06903813398069,1,1,0
A03_40,15.3136467812508,1.88990192429456,0,1,0
A03_41,15.6816060509009,0.445487195128988,0,0,0
A03_42,15.7337047435356,0.940398567015172,0,0,0
A03_43,15.9031283412153,2.05567585947119,0,1,1
A03_44,16.3426083148924,0.963728607161708,1,0,0
A03_46,17.2553410300493,1.94598875375365,1,1,1
A03_47,16.6575484467933,2.10818487760849,1,1,0
A03_48,14.7210078571169,2.02196266633814,0,1,0
A03_49,17.2453568659251,0.984365030710238,1,0,1
A03_50,17.6062484216431,2.08191178691069,1,1,1
A03_51,16.4231329186852,1.42275844349485,1,0,0
A03_52,16.6466247016645,2.06866479742383,1,1,0
A03_53,16.6499880369675,0.99395359651916,1,0,0
A03_54,16.72837622599,2.09139396858574,1,1,1
A03_55,17.2147034201844,1.85013646247956,1,1,1
A03_56,16.6059413307895,2.06771437431893,1,1,0
A03_57,16.4263734202065,1.94918471119205,1,1,1
A03_58,15.7237453130359,1.07697129919369,0,0,0
A03_59,15.8864656882147,2.05664868083583,0,1,1
A03_60,16.6373163181513,2.09426293208105,1,1,1
A03_61,16.4894902170937,2.06084512839653,1,1,0
A03_62,16.1601450291636,2.0617745595427,0,1,0
A03_63,16.7923122337824,0.992222201246487,1,0,0
A03_64,15.3383116452482,2.03838215215006,0,1,1
A03_65,18.5684774909192,2.0887621990337,1,1,0
A03_66,14.8590026535696,0.94686844820038,0,0,0
A03_67,15.8155969655133,1.78942371399565,0,1,0
A03_68,16.3451908309984,2.08994889323686,1,1,1
A03_69,15.6842289021883,0.869164937567894,0,0,1
A03_70,16.767333550952,2.06641989676356,1,1,0
A03_71,17.3371223350395,0.499468965434803,1,0,0
A03_72,14.574981883894,0.97907918523764,0,0,0
A03_73,15.4222588484081,2.06045397413263,0,1,0
A03_74,15.4812853699894,1.69916148629108,0,1,0
A03_75,15.5955115085988,2.05915100805665,0,1,0
A03_76,13.518735413323,2.05846864145239,0,1,0
A03_77,16.9131861747362,0.954596504248952,1,0,0
A03_78,16.7528403942642,2.06944036180024,1,1,1
A03_79,16.1414582333725,2.06164544187894,0,1,0
A03_80,17.5778422497961,2.1093927115692,1,1,1
A03_81,17.0696102770094,2.09428539753708,1,1,0
A03_82,14.7142354538951,1.01546211783891,0,0,0
A03_83,15.0111239436269,2.0666428380017,0,1,0
A03_84,17.3331778677196,0.578892422190718,1,0,1
A03_85,16.9907209132787,2.05984969611946,1,1,1
A03_86,17.1894644467744,1.98055999481147,1,1,0
A03_88,14.584186377582,1.04801463712437,0,0,0
A03_89,16.6645906200006,1.88780690583575,1,1,0
A03_90,16.8674766314279,0.989173993492984,1,0,1
A03_91,16.5991115259355,2.06697463889126,1,1,1
A03_92,16.3352468683667,0.994741130485225,1,0,0
A03_93,16.0500566686379,1.01297853094069,0,0,1
A03_94,15.2553603201187,0.994034695540319,0,0,0
A03_95,14.8003079543433,0.495550925889865,0,0,0
A04_01,17.6047887435304,0.50034667118216,1,0,1
A04_02,17.3063986745709,2.09435974408104,1,1,1
A04_03,16.1453788335173,2.1082766991648,0,1,0
A04_04,16.379570081096,1.00733969584461,1,0,1
A04_05,15.5834274537445,2.07202640808011,0,1,0
A04_06,16.6176984226543,2.0778474236613,1,1,0
A04_07,17.593925042861,2.10818487760816,1,1,1
A04_08,17.4767725643052,2.10827669916975,1,1,0
A04_09,16.4567186764394,0.785508762528162,1,0,0
A04_10,14.3931358438815,0.990440146358144,0,0,0
A04_11,16.0559756207928,0.995068072460022,0,0,1
A04_12,17.3827801708398,2.10939250201719,1,1,0
A04_13,14.442908893262,0.527911331748439,0,0,1
A04_15,15.429426106991,2.04712670931641,0,1,1
A04_16,15.2027819454235,0.98847715018237,0,0,1
A04_17,16.6230166043428,2.00578418642992,1,1,0
A04_18,16.2618142807045,2.00575196412271,0,1,0
A04_19,16.8870061170696,0.954532825501591,1,0,0
A04_20,15.5094654848477,1.01286726110099,0,0,1
A04_21,16.5080632846184,0.994741130484162,1,0,0
A04_22,14.9452634656552,0.852379463783035,0,0,0
A04_23,16.3448646868956,2.06219969053298,1,1,0
A04_24,16.4547219804434,2.02146798720309,1,1,0
A04_25,15.8621836865781,2.06317162939092,0,1,0
A04_26,17.008601223286,0.95380297728396,1,0,1
A04_27,18.1747401087529,2.108208674305,1,1,1
A04_28,16.4757329473784,2.06875769142008,1,1,0
A04_29,16.9726770177252,2.04508859340008,1,1,1
A04_30,16.5551821265766,0.963581729711288,1,0,0
A04_31,15.526812644641,0.981158851816224,0,0,0
A04_32,16.8779382245391,0.99175293444931,1,0,0
A04_33,13.9951171336808,0.946868544613715,0,0,0
A04_34,16.7978282844072,2.06941104598367,1,1,1
A04_35,14.6367863370661,1.07697117132357,0,0,0
A04_36,16.3263437728577,1.8466099512345,1,1,1
A04_37,16.4473095476478,2.04498573734886,1,1,0
A04_38,16.5704362121019,1.99042878676658,1,1,1
A04_39,14.3869458156532,2.06871798785389,0,1,0
A04_40,16.6560530796115,0.985374031239368,1,0,0
A04_41,17.6309453863716,2.06364230946828,1,1,1
A04_42,14.2106961729858,0.8481197612776,0,0,0
A04_43,16.2803966130539,0.924804180441779,0,0,0
A04_44,16.522003638364,2.1089532289896,1,1,0
A04_45,16.1850025287127,0.954730052463088,0,0,1
A04_46,18.1135650342719,2.03684753992821,1,1,0
A04_47,16.6388352764063,0.798001942374591,1,0,1
A04_48,13.4039462668984,0.985965745637935,0,0,0
A04_49,17.3483926490514,1.94666105211017,1,1,1
A04_50,16.6360441268557,2.06207048051947,1,1,0
A04_51,16.0959626670965,1.01162087035825,0,0,0
A04_52,15.1879117860363,0.993940381060815,0,0,0
A04_53,14.8532699693589,0.968492622128288,0,0,0
A04_54,16.3789130972871,0.440157905502958,1,0,1
A04_55,16.8177939735391,1.42275844349479,1,0,1
A04_56,15.8853425553225,2.06110864364846,0,1,0
A04_77,17.1713662763985,1.91964799592945,1,1,0
A04_78,16.7861120893155,0.985492894387962,1,0,1
A04_79,16.2029567199131,0.986597290153022,0,0,0
A04_80,15.4405691615556,2.01957746618422,0,1,0
A04_81,14.8101373574773,2.0715511442203,0,1,1
A04_82,17.0699057140767,2.06007966263122,1,1,0
A04_84,16.4802285106795,2.05015316582701,1,1,1
A04_85,17.4277558429064,1.42275844349485,1,0,1
A04_86,15.5993216519759,0.94273581280152,0,0,1
A04_87,15.9241050947184,2.10830070728173,0,1,0
A04_88,15.8563971697517,2.04017569248849,0,1,1
A04_89,17.9087984527092,2.1089530195198,1,1,0
A04_90,17.0076589305853,1.91541824764946,1,1,1
A04_91,16.6991730295092,2.09137023144031,1,1,1
A04_92,16.7945294287308,2.09228240462875,1,1,0
A04_93,17.0644459026006,1.91932771216924,1,1,0
A04_94,15.6356253898708,2.06664257352429,0,1,0
A04_95,16.8765398251319,2.06267946143828,1,1,0
A04_96,16.2718581794849,2.03689459851198,0,1,0
A05_01,15.414733851294,1.94201387568022,0,1,1
A05_02,17.2250701298147,1.08581677060613,1,0,0
A05_03,16.6015838926323,0.991028351754183,1,0,0
A05_04,16.0769237374891,0.98675380582898,0,0,0
A05_05,16.5106558049561,0.813398068337454,1,0,0
A05_07,17.1858983370746,1.92495168950443,1,1,0
A05_08,17.7352875143545,2.09426293208057,1,1,0
A05_09,16.4181893079331,1.9030178299353,1,1,0
A05_10,16.1505097440909,1.00739913748922,0,0,0
A05_11,17.3332057632949,2.1088611390343,1,1,0
A05_12,16.8122238435097,2.05921400357193,1,1,0
A05_13,15.7717248479708,2.04294722164299,0,1,1
A05_14,15.889331668964,2.0616786593903,0,1,1
A05_15,15.529713449859,0.921478902709208,0,0,1
A05_16,16.2453902049242,2.09543903426718,0,1,0
A05_17,14.6529350120071,2.06940088612973,0,1,0
A05_18,14.1852655479255,1.88738863262886,0,1,1
A05_19,13.9078067467343,2.04955585347493,0,1,0
A05_20,16.0695167160593,2.06277545472353,0,1,0
A05_21,16.9026722994147,1.94201387566396,1,1,0
A05_22,15.6130284215099,2.06654923079233,0,1,0
A05_23,15.6837052188139,0.491429019661615,0,0,1
A05_24,17.6207724584545,2.09615269573686,1,1,1
A05_25,17.2558764502066,0.963736868264671,1,0,0
A05_26,17.1752589760682,2.0688401854433,1,1,1
A05_27,15.6220267018866,1.9557335913629,0,1,0
A05_28,17.6083807772096,2.09428539753684,1,1,0
